Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0365,N5K-0365-C03,XBIT / ИКСБИТ,7811718934,,Корпоративный маршрут,https://xbitspb.ru/,Website,Official route,Official XBIT website,https://xbitspb.ru/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0365,N5K-0365-C04,XBIT / ИКСБИТ,7811718934,,Корпоративный маршрут,https://dreamjob.ru/employers/102793/vakansii/,Job board,Employer route,Current August 2026 vacancy,https://dreamjob.ru/employers/102793/vakansii/,NO,HIGH,2026-08-22,Маршрут работодателя,N5K-20260822-310,new_5000
N5K-0366,N5K-0366-C01,ПЕТРОПАК / PETROPAK,7811623753,,Корпоративный маршрут,+7 (812) 499-77-28,Phone,Corporate,Official PETROPAK website,https://petropakspb.ru/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-310,new_5000
N5K-0366,N5K-0366-C02,ПЕТРОПАК / PETROPAK,7811623753,,Корпоративный маршрут,sale@petropakspb.ru,Email,Sales/B2B,Official PETROPAK website,https://petropakspb.ru/,NO,HIGH,2026-08-22,Email продаж,N5K-20260822-310,new_5000
N5K-0366,N5K-0366-C03,ПЕТРОПАК / PETROPAK,7811623753,,Корпоративный маршрут,https://petropakspb.ru/,Website,Official route,Official PETROPAK website,https://petropakspb.ru/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0366,N5K-0366-C04,ПЕТРОПАК / PETROPAK,7811623753,,Корпоративный маршрут,https://dreamjob.ru/employers/175686/vakansii/,Job board,Employer route,Current August 2026 vacancy,https://dreamjob.ru/employers/175686/vakansii/,NO,HIGH,2026-08-22,Маршрут работодателя,N5K-20260822-310,new_5000
N5K-0367,N5K-0367-C01,Фабрика Подарков / GiftsFactory,7813252102,,Корпоративный маршрут,+7 (812) 385-74-51,Phone,Corporate,Official GiftsFactory website,https://giftsfactory.ru/,NO,HIGH,2026-08-22,СПб корпоративный телефон,N5K-20260822-310,new_5000
N5K-0367,N5K-0367-C02,Фабрика Подарков / GiftsFactory,7813252102,,Корпоративный маршрут,info@giftsfactory.ru,Email,Corporate,Official GiftsFactory website,https://giftsfactory.ru/,NO,HIGH,2026-08-22,Корпоративный email,N5K-20260822-310,new_5000
N5K-0367,N5K-0367-C03,Фабрика Подарков / GiftsFactory,7813252102,,Корпоративный маршрут,https://giftsfactory.ru/,Website,Official route,Official GiftsFactory website,https://giftsfactory.ru/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0367,N5K-0367-C04,Фабрика Подарков / GiftsFactory,7813252102,,Корпоративный маршрут,https://dreamjob.ru/employers/104968/vakansii/,Job board,Employer route,Current 2026 vacancy,https://dreamjob.ru/employers/104968/vakansii/,NO,HIGH,2026-08-22,Маршрут работодателя,N5K-20260822-310,new_5000
N5K-0368,N5K-0368-C01,ПромСтройКонструкции / ПСК,7814192061,,Корпоративный маршрут,+7 (800) 302-52-84,Phone,Corporate,Official PSK website,https://gbi-psk.ru/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-310,new_5000
N5K-0368,N5K-0368-C02,ПромСтройКонструкции / ПСК,7814192061,,Корпоративный маршрут,request@gbi-psk.ru,Email,Corporate,Official PSK website,https://gbi-psk.ru/,NO,HIGH,2026-08-22,Корпоративный email,N5K-20260822-310,new_5000
N5K-0368,N5K-0368-C03,ПромСтройКонструкции / ПСК,7814192061,,Корпоративный маршрут,https://gbi-psk.ru/,Website,Official route,Official PSK website,https://gbi-psk.ru/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0368,N5K-0368-C04,ПромСтройКонструкции / ПСК,7814192061,,Корпоративный маршрут,https://dreamjob.ru/employers/247060/vakansii/,Job board,Employer route,Current 2026 vacancy,https://dreamjob.ru/employers/247060/vakansii/,NO,HIGH,2026-08-22,Маршрут работодателя,N5K-20260822-310,new_5000
