sent_at,lead_id,brand,inn,email,gmail_message_id,template_version,attachment,status
2026-09-04T12:31:05Z,N5K-0627,Future Vision,6658436206,info@future-vision.ru,1a06c635651543f1,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0744,GSS Cosmetics,7709490887,info@gsscosmetics.com,1a06c63bffbecfbd,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0257,Implant-Line,7721732187,info@implant-line.ru,1a06c641de3eb999,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0238,Jungle Story,7726428342,shop@junglestory.ru,1a06c64810c55c9a,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0754,KCG / Kartastech Computers Group,7722424330,info@kartas.msk.ru,1a06c64e3d0e8e9f,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0408,MDC Planet / Медикал Планет,2310228785,info.mdc.planet@gmail.com,1a06c653dd3e3703,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0576,MERTECH / МЕРТЕХ,9702014804,store@mertech.ru,1a06c65a444fddfe,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:31:05Z,N5K-0406,Norke / Norke Group,7801689265,invest@vnorke.ru,1a06c660943a57ea,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0546,Palizh / Новый дом,1831057110,info@palizh.ru,1a06c696ee88e065,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0677,Programming Store,1841039706,site@programstore.ru,1a06c69d1ea09923,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0660,Rena Computer / Рена Компьютер,7802802900,info@renacomp.ru,1a06c6a34250e081,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0745,Renewal,5408151534,info@pfk-obnovlenie.ru,1a06c6a88111e54f,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0457,Riverstart,5260342196,hi@riverstart.ru,1a06c6af648a76a8,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0549,RTP / РТП,5011024884,sale@rtp.ru,1a06c6b56ebbde5d,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0250,RubikMedia / Рубик-М,5053044219,mail@rubikmedia.ru,1a06c6bb0f2cfead,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0663,RuDesktop,9703094665,sales@rudesktop.ru,1a06c6c119996e27,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0626,S.Lavia,434800578091,info@slaviabag.ru,1a06c6c6e42d0ce1,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T12:38:07Z,N5K-0605,SAMSAN / Самсан,2543107582,sales@samsan.pro,1a06c6cd77f1296c,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0587,НеоКор,4205026550,sales@neocor.ru,1a06c80bb78d64dc,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0588,ГСТЗ,6722031168,info@gstz.ru,1a06c8137a71e52f,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0609,Рутектор,2312103020,info@rutector.ru,1a06c819387c463e,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0611,Енисейлесозавод,2464056818,elz1992@bk.ru,1a06c81f0fdbd8ed,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0616,Мироград / ZAIGER,5407030907,corp@mirograd.ru,1a06c824ac87b8ff,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0619,ПНК-Регион,7708281619,lid@pnk-region.ru,1a06c82f0a5e5b83,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0620,НАРТИС,5019029500,info@nartis.ru,1a06c8344bdd5bd1,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0621,Isource,9706009675,support@isource.ru,1a06c83a9b80d1e3,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0689,Альфатория,3663085935,sale@alfatory.ru,1a06c84064e039bd,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:03:42Z,N5K-0775,Фармпроект,7801153192,info@pharmproject.com,1a06c8462d21243e,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0776,Аргументум Фарма,5010058369,info@argumentum-pharma.ru,1a06c865fc2bdb4b,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0642,Аргус-ЛКМ,6164306239,mail@argus-lkm.ru,1a06c86c7e2f444b,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0437,Арт Сити,9729043104,zakaz@wrestrus.ru,1a06c873395355f4,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0579,ATRUCKS,1650280220,support@atrucks.su,1a06c87962033ca8,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0580,IMC,7714953587,sales@imc-systems.ru,1a06c87f202a303c,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0581,ИСТ-ПАК / EAPACK,9709048753,sales@eapack.ru,1a06c88566fc4c93,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0582,СибЕвроВэн,5433182430,info@sibeurovan.ru,1a06c88b7e8e31aa,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0583,Гофромир,7743692795,order@gofromir.ru,1a06c8917d2b9505,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0584,Нео-Пак,5404475633,of@n-pak.ru,1a06c897c970863c,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
2026-09-04T13:09:38Z,N5K-0593,Адванта-М Ростов,6165219934,sklad@advanta-rostov.ru,1a06c89db70876ad,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf,SENT
